Item,Index,Rec.Date,Vender,Plant,Receiving No.,PR No.,PO No.,Request No.,User Name,Dept.,Inv. No.,SP/HM No.,S/N No.,Inv. Date,PR type,Part type,Description,Quantity, Amount ,Remark
267,INV250267,12-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110252,PR25110010,2310010760,IT25101216,APICHAYA P.,QM,IV68111201,SP2511002,,12-Nov-25,Asset,Mouse,USB Wired Mouse,1, -   ,
267,INV250267,12-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110252,PR25110010,2310010760,IT25110012,HATAICHANOK NA-WANCHAN,BSD1,IV68111201,HM23324,T8NXCV16H34335C,12-Nov-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,900.00 ",HCOBSD13243
267,INV250267,12-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110252,PR25110010,2310010760,IT25110012,HATAICHANOK NA-WANCHAN,BSD1,IV68111201,,77-0123-0691,12-Nov-25,Asset,RAM,RAM NB DDR5(5600) 8GB ADATA (AD5S56008G-S),1," 1,250.00 ",
267,INV250267,12-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110252,PR25110010,2310010760,IT25110012,HATAICHANOK NA-WANCHAN,BSD1,IV68111201,SP2511003,,12-Nov-25,Asset,Mouse,USB Wired Mouse,1, -   ,
268,INV250268,12-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110252,PR25110083,2310010797,IT25101009,WATCHARAPONG W.,IT,IV6811120,SP2511004,T2YVMX001423CFK,12-Nov-25,Spare part,Graphic Card,GT730/2GB ASUS SL BRK (D5),1," 2,500.00 ",
269,INV250269,14-Nov-25,"National Telecom Public Co.,Ltd.",LPN1,,PR25040462,2310007731,IT25050165,WARUT M.,IT,364104958,,,1-Nov-25,Network,Internet fee,Internet service charge : NDC001402 for 1 May - 31 Dec 2025,1," 35,000.00 ",P6/P8
270,INV250270,17-Nov-25,"National Telecom Public Co.,Ltd.",LPN1,,PR25040460,2310007730,IT25050165,WARUT M.,IT,364662424,,,6-Nov-25,Network,Internet fee,Dark Core Fiber optic rental for LPN1-LPN2 Link (ID:3130000961),1," 30,000.00 ",P6/P8
271,INV250271,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110197,2310010853,IT25110383,PIYAPONG J.,OP3,IV68112104,HM23325,T8NXCV16H37535C,21-Nov-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,900.00 ",HCOOP33248
271,INV250271,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110197,2310010853,IT25110383,PIYAPONG J.,OP3,IV68112104,,7701268279,21-Nov-25,Asset,RAM,RAM NB DDR5(5600) 8GB ADATA (AD5S56008G-S),1," 1,600.00 ",
271,INV250271,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110197,2310010853,IT25110383,PIYAPONG J.,OP3,IV68112104,SP2511005,,21-Nov-25,Asset,Mouse,USB Wired Mouse,1, -   ,
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511016,2301277199,21-Nov-25,Spare part,RAM,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS,1," 1,655.00 ",IT26010522
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511017,2301277191,21-Nov-25,Spare part,RAM,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS,1," 1,655.00 ",IT25110836
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511008,2301277197,21-Nov-25,Spare part,RAM,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS,1," 1,655.00 ",IT25110338 
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511009,2301277194,21-Nov-25,Spare part,RAM,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS,1," 1,655.00 ",IT26010713
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511010,2301277187,21-Nov-25,Spare part,RAM,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS,1," 1,655.00 ",IT25120703 
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511011,2301277193,21-Nov-25,Spare part,RAM,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS,1," 1,655.00 ",IT26010392
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511012,2301277192,21-Nov-25,Spare part,RAM,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS,1," 1,655.00 ",
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511013,2301277198,21-Nov-25,Spare part,RAM,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS,1," 1,655.00 ",IT25110868/IT26020595
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511014,2301277196,21-Nov-25,Spare part,RAM,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS,1," 1,655.00 ",IT26010591 
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511015,2301277195,21-Nov-25,Spare part,RAM,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS,1," 1,655.00 ",
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511006,4101277993,21-Nov-25,Spare part,RAM,RAM DDR4(2400) 8GB BLACKBERRY MAXIMUS,1," 1,020.00 ",IT25120735
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511007,6901274591,21-Nov-25,Spare part,RAM,RAM DDR4(2400) 8GB BLACKBERRY MAXIMUS,1," 1,020.00 ",IT25110943
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511018,6901274592,21-Nov-25,Spare part,RAM,RAM DDR4(2400) 8GB BLACKBERRY MAXIMUS,1," 1,020.00 ",
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511019,4101277990,21-Nov-25,Spare part,RAM,RAM DDR4(2400) 8GB BLACKBERRY MAXIMUS,1," 1,020.00 ",
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511020,4101277997,21-Nov-25,Spare part,RAM,RAM DDR4(2400) 8GB BLACKBERRY MAXIMUS,1," 1,020.00 ",
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511021,6901274593,21-Nov-25,Spare part,RAM,RAM DDR4(2400) 8GB BLACKBERRY MAXIMUS,1," 1,020.00 ",IT25110833
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511022,6901274595,21-Nov-25,Spare part,RAM,RAM DDR4(2400) 8GB BLACKBERRY MAXIMUS,1," 1,020.00 ",IT25120332
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511023,6901274599,21-Nov-25,Spare part,RAM,RAM DDR4(2400) 8GB BLACKBERRY MAXIMUS,1," 1,020.00 ",IT25120332
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511024,4101277994,21-Nov-25,Spare part,RAM,RAM DDR4(2400) 8GB BLACKBERRY MAXIMUS,1," 1,020.00 ",IT25110833
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511025,4101277996,21-Nov-25,Spare part,RAM,RAM DDR4(2400) 8GB BLACKBERRY MAXIMUS,1," 1,020.00 ",
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511026,2801279155,21-Nov-25,Spare part,RAM,RAM DDR4(2666) 8GB BLACKBERRY MAXIMUS,1," 1,020.00 ",IT25120397
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511027,2801279163,21-Nov-25,Spare part,RAM,RAM DDR4(2666) 8GB BLACKBERRY MAXIMUS,1," 1,020.00 ",IT25120397
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511028,2801279161,21-Nov-25,Spare part,RAM,RAM DDR4(2666) 8GB BLACKBERRY MAXIMUS,1," 1,020.00 ",IT25120750 
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511029,2801279159,21-Nov-25,Spare part,RAM,RAM DDR4(2666) 8GB BLACKBERRY MAXIMUS,1," 1,020.00 ",IT25120750 
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511030,2801279164,21-Nov-25,Spare part,RAM,RAM DDR4(2666) 8GB BLACKBERRY MAXIMUS,1," 1,020.00 ",IT26010719
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511031,2801279162,21-Nov-25,Spare part,RAM,RAM DDR4(2666) 8GB BLACKBERRY MAXIMUS,1," 1,020.00 ",IT26010719
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511032,2801279156,21-Nov-25,Spare part,RAM,RAM DDR4(2666) 8GB BLACKBERRY MAXIMUS,1," 1,020.00 ",IT25120748 
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511033,2801279160,21-Nov-25,Spare part,RAM,RAM DDR4(2666) 8GB BLACKBERRY MAXIMUS,1," 1,020.00 ",IT25120748 
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511034,2801279158,21-Nov-25,Spare part,RAM,RAM DDR4(2666) 8GB BLACKBERRY MAXIMUS,1," 1,020.00 ",IT25120208
272,INV250272,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110203,2310010907,,WATCHARAPONG W.,IT,IV68112105,SP2511035,2801279157,21-Nov-25,Spare part,RAM,RAM DDR4(2666) 8GB BLACKBERRY MAXIMUS,1," 1,020.00 ",IT25120208
273,INV250273,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110159,2310010849,,WATCHARAPONG W.,IT,IV68112103,SP2511036,U5NQ388302253,21-Nov-25,Spare part,CPU,CPU CORE I5-14500 (Original) Socket : 1700,1," 8,180.00 ",IT25110809 
273,INV250273,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110159,2310010849,,WATCHARAPONG W.,IT,IV68112103,SP2511037,U5NQ388302244,21-Nov-25,Spare part,CPU,CPU CORE I5-14500 (Original) Socket : 1700,1," 8,180.00 ",IT25120452 
273,INV250273,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110159,2310010849,,WATCHARAPONG W.,IT,IV68112103,SP2511038,U5BA122700137,21-Nov-25,Spare part,CPU,CPU CORE I5-14500 (Original) Socket : 1700,1," 8,180.00 ",
274,INV250274,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110160,2310010833,,WATCHARAPONG W.,IT,IV68112102,SP2511039,T7M0PH0141309WG,21-Nov-25,Spare part,Mainboard,MAINBOARD (1700) ASUS PRIME B760M-K DDR5,1," 2,500.00 ",IT25111029 
274,INV250274,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110160,2310010833,,WATCHARAPONG W.,IT,IV68112102,SP2511040,T7M0PH0141298CN,21-Nov-25,Spare part,Mainboard,MAINBOARD (1700) ASUS PRIME B760M-K DDR5,1," 2,500.00 ",IT25120452
274,INV250274,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110160,2310010833,,WATCHARAPONG W.,IT,IV68112102,SP2511041,T6M0PH00M118X99,21-Nov-25,Spare part,Mainboard,MAINBOARD (1700) ASUS PRIME B760M-K DDR5,1," 2,500.00 ",IT25110809 / ส่งเคลม
274,INV250274,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110160,2310010833,,WATCHARAPONG W.,IT,IV68112102,SP2511042,4401275627,21-Nov-25,Spare part,RAM,RAM DDR5(4800) 16GB HYNIX,1," 2,080.00 ",IT25110809 
274,INV250274,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110160,2310010833,,WATCHARAPONG W.,IT,IV68112102,SP2511043,4401275623,21-Nov-25,Spare part,RAM,RAM DDR5(4800) 16GB HYNIX,1," 2,080.00 ",IT25120452 
274,INV250274,21-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110415,PR25110160,2310010833,,WATCHARAPONG W.,IT,IV68112102,SP2511044,4401275629,21-Nov-25,Spare part,RAM,RAM DDR5(4800) 16GB HYNIX,1," 2,080.00 ",IT25111029 
275,INV250275,22-Nov-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25110435,PR25110283,2310010938,,WATCHARAPONG W.,IT,014881,SP2511045,3001282938,20-Nov-25,Spare part,Headset,Headset HP (DHE8001) Black,1, 380.00 ,IT25110811
275,INV250275,22-Nov-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25110435,PR25110283,2310010938,,WATCHARAPONG W.,IT,014881,SP2511046,3001282937,20-Nov-25,Spare part,Headset,Headset HP (DHE8001) Black,1, 380.00 ,IT25120336
275,INV250275,22-Nov-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25110435,PR25110283,2310010938,,WATCHARAPONG W.,IT,014881,SP2511047,2201276405,20-Nov-25,Spare part,Headset,Headset HP (DHE8001) Black,1, 380.00 ,IT26010053
275,INV250275,22-Nov-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25110435,PR25110283,2310010938,,WATCHARAPONG W.,IT,014881,SP2511048,3001282941,20-Nov-25,Spare part,Headset,Headset HP (DHE8001) Black,1, 380.00 ,IT25120377
275,INV250275,22-Nov-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25110435,PR25110283,2310010938,,WATCHARAPONG W.,IT,014881,,,20-Nov-25,Spare part,Headset,Headset HP (DHE8001) Black,1, 380.00 ,
276,INV250276,22-Nov-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25110437,PR25110285,2310010939,IT25110392,ROSSUKON K.,PUR,014882,SP2511049,F25351505021519,20-Nov-25,Spare part,Adapter,Adapter TMP214-53G 65W 3.0mm,1, 950.00 ,IT25120119
277,INV250277,22-Nov-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25110436,PR25110195,2310010852,,WATCHARAPONG W.,IT,014880,,,20-Nov-25,Spare part,Connector,CAT6 RJ-45 female-to-female connector (coupler),20, 500.00 ,
278,INV250278,25-Nov-25,"Z-PLUS CO.,LTD.",LPN1,P25100621,PR24120250,2310005725,IT24120508,WARUT M.,IT,M25/078,,,24-Nov-25,MA System,MA System,Monthly System Maintenance for LPN1 (Start 01/Jan/2025 - 31/Dec/2025),1," 10,000.00 ",P11
279,INV250279,25-Nov-25,"Z-PLUS CO.,LTD.",LPN2,P25100621,PR24120252,2310005726,IT24120508,WARUT M.,ITS,M25/079,,,24-Nov-25,MA System,MA System,Monthly System Maintenance for LPN2 (Start 01/Jan/2025 - 31/Dec/2025),1," 10,000.00 ",P11
280,INV250280,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110561,PR25110327,2310010953,IT25110395,CHINNATHUN D.,OP1,IV68112701,HM23326,T8NXCV16H364355,27-Nov-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,900.00 ",HCOOP13251
280,INV250280,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110561,PR25110327,2310010953,IT25110395,CHINNATHUN D.,OP1,IV68112701,,8201269197,27-Nov-25,Asset,RAM,RAM NB DDR5(5600) 8GB ADATA (AD5S56008G-S),1," 1,600.00 ",
280,INV250280,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN1,P25110561,PR25110327,2310010953,IT25110395,CHINNATHUN D.,OP1,IV68112701,SP2511050,,27-Nov-25,Asset,Mouse,USB Wired Mouse,1, -   ,
281,INV250281,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN2,P25110566,PR25110324,2310010964,,SURACHET P.,ITS,IV68112702,SPS2511011,25081101KBA02805986,27-Nov-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS,1," 1,750.00 ",
281,INV250281,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN2,P25110566,PR25110324,2310010964,,SURACHET P.,ITS,IV68112702,SPS2511012,25081101KBA02806004,27-Nov-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS,1," 1,750.00 ",
281,INV250281,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN2,P25110566,PR25110324,2310010964,,SURACHET P.,ITS,IV68112702,SPS2511013,25081101KBA02805988,27-Nov-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS,1," 1,750.00 ",IT26010601 
281,INV250281,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN2,P25110566,PR25110324,2310010964,,SURACHET P.,ITS,IV68112702,SPS2511014,25081101KBA02806012,27-Nov-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS,1," 1,750.00 ",
281,INV250281,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN2,P25110566,PR25110324,2310010964,,SURACHET P.,ITS,IV68112702,SPS2511015,25081101KBA02805991,27-Nov-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS,1," 1,750.00 ",IT26010517
281,INV250281,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN2,P25110566,PR25110324,2310010964,,SURACHET P.,ITS,IV68112702,SPS2511016,25081101KBA02805987,27-Nov-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS,1," 1,750.00 ",
281,INV250281,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN2,P25110566,PR25110324,2310010964,,SURACHET P.,ITS,IV68112702,SPS2511017,25081101KBA02806009,27-Nov-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS,1," 1,750.00 ",IT26010607
281,INV250281,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN2,P25110566,PR25110324,2310010964,,SURACHET P.,ITS,IV68112702,SPS2511018,25081101KBA02805992,27-Nov-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS,1," 1,750.00 ",IT25120621 
281,INV250281,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN2,P25110566,PR25110324,2310010964,,SURACHET P.,ITS,IV68112702,SPS2511019,25081101KBA02805985,27-Nov-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS,1," 1,750.00 ",IT26010884
281,INV250281,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN2,P25110566,PR25110324,2310010964,,SURACHET P.,ITS,IV68112702,SPS2511020,25081101KBA02806015,27-Nov-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS,1," 1,750.00 ",IT25120447 
281,INV250281,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN2,P25110566,PR25110324,2310010964,,SURACHET P.,ITS,IV68112702,SPS2511021,,27-Nov-25,Spare part,POWER SUPPLY,POWER SUPPLY 650W DTECH PW036,1, 530.00 ,
281,INV250281,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN2,P25110566,PR25110324,2310010964,,SURACHET P.,ITS,IV68112702,SPS2511022,,27-Nov-25,Spare part,POWER SUPPLY,POWER SUPPLY 650W DTECH PW036,1, 530.00 ,
281,INV250281,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN2,P25110566,PR25110324,2310010964,,SURACHET P.,ITS,IV68112702,SPS2511023,,27-Nov-25,Spare part,POWER SUPPLY,POWER SUPPLY 650W DTECH PW036,1, 530.00 ,
281,INV250281,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN2,P25110566,PR25110324,2310010964,,SURACHET P.,ITS,IV68112702,SPS2511024,,27-Nov-25,Spare part,POWER SUPPLY,POWER SUPPLY 650W DTECH PW036,1, 530.00 ,
281,INV250281,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN2,P25110566,PR25110324,2310010964,,SURACHET P.,ITS,IV68112702,SPS2511025,,27-Nov-25,Spare part,POWER SUPPLY,POWER SUPPLY 650W DTECH PW036,1, 530.00 ,
281,INV250281,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN2,P25110566,PR25110324,2310010964,,SURACHET P.,ITS,IV68112702,SPS2511026,,27-Nov-25,Spare part,POWER SUPPLY,POWER SUPPLY 650W DTECH PW036,1, 530.00 ,
281,INV250281,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN2,P25110566,PR25110324,2310010964,,SURACHET P.,ITS,IV68112702,SPS2511027,,27-Nov-25,Spare part,POWER SUPPLY,POWER SUPPLY 650W DTECH PW036,1, 530.00 ,
281,INV250281,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN2,P25110566,PR25110324,2310010964,,SURACHET P.,ITS,IV68112702,SPS2511028,,27-Nov-25,Spare part,POWER SUPPLY,POWER SUPPLY 650W DTECH PW036,1, 530.00 ,
281,INV250281,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN2,P25110566,PR25110324,2310010964,,SURACHET P.,ITS,IV68112702,SPS2511029,,27-Nov-25,Spare part,POWER SUPPLY,POWER SUPPLY 650W DTECH PW036,1, 530.00 ,IT26010601
281,INV250281,27-Nov-25,"Wise solution and consulting co.,ltd.",LPN2,P25110566,PR25110324,2310010964,,SURACHET P.,ITS,IV68112702,SPS2511030,,27-Nov-25,Spare part,POWER SUPPLY,POWER SUPPLY 650W DTECH PW036,1, 530.00 ,IT26010450
282,INV250282,28-Nov-25,RICOH (THAILAND) LTD.,LPN1,P25120027,PR25110538,,,SUPASSORN R.,IT,11054044,,,25-Nov-25,Printer Rent,RICOH,Hana printing charge of Nov 2025 at LPN1.,1," 20,255.38 ",
283,INV250283,28-Nov-25,RICOH (THAILAND) LTD.,LPN2,P25120028,PR25110532,,,SUPASSORN R.,ITS,11054045,,,25-Nov-25,Printer Rent,RICOH,Hana printing charge of Nov 2025 at LPN2.,1," 4,863.60 ",
284,INV250284,1-Dec-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25120008,PR25110355,2310011044,IT25110688,NATTAPAT C.,OP2S,NVAA6812/0004,HM23353,T9NXCV07M895373,1-Dec-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,750.00 ",HCOOP2S3253
285,INV250285,1-Dec-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25120008,PR25110362,2310011045,IT25110713,Onpreeya Y.,QMSS,NVAA6812/0005,HM23354,T9NXC07M92437C,1-Dec-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,750.00 ",HCOQMSS3254
286,INV250286,1-Dec-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P25120014,PR25110383,2310011046,IT25110740,WUTTANEE K.,HRD,NVAA6812/0006,HM23355,T9NXCV07M938377,1-Dec-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,750.00 ",HCOHRD3255
286,INV250286,1-Dec-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P25120014,PR25110383,2310011046,IT25110740,WUTTANEE K.,HRD,NVAA6812/0006,SP2512001,,1-Dec-25,Asset,Mouse,USB Wired Mouse,1, -   ,
287,INV250287,4-Dec-25,Aware Corporation Limited.,LPN1,P25120104,PR25010496,2310006355,IT25010974,WARUT M.,IT,AIV20253286,,,1-Dec-25,MA Software,License,AWS HANA Web Application Firewall (WAF) Project (LPN1) Hana Lpn 557,1," 12,500.00 ",P9/Dec
288,INV250288,6-Dec-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,,PR25100432,2310010681,IT25120191,WITTAYA P.,ITS,IVPJ6812/0051,HM23356,,7-Dec-25,Hardware,Firewall,Firewall FortiGate 400F,1," 1,084,000.00 ",
289,INV250289,11-Dec-25,"INTER DATA RECOVERY CO.,LTD.",LPN1,,PR25120088,2310011234,IT25120142,PAIROJ M.,FAC,IVIDR6812-00039,,,8-Dec-25,Service,Recovery data HDD,Data recovery service charge of K. PAIROJ M.hard disk,1," 13,520.00 ",
289,INV250289,11-Dec-25,"INTER DATA RECOVERY CO.,LTD.",LPN1,,PR25120088,2310011234,IT25120142,PAIROJ M.,FAC,IV2512-034,,,8-Dec-25,Service,Recovery data HDD,Delivery Charge.,1, 200.00 ,
290,INV250290,11-Dec-25,"National Telecom Public Co.,Ltd.",LPN1,,PR25040462,2310007731,IT25050165,WARUT M.,IT,365096205,,,1-Dec-25,Network,Internet fee,Internet service charge : NDC001402 for 1 May - 31 Dec 2025,1," 35,000.00 ",P7/P8
291,INV250291,11-Dec-25,"INTER DATA RECOVERY CO.,LTD.",LPN1,,PR25120100,2310011259,IT25120459,WILAWAN J.,PLN1,IVIDR6812-00040,,,8-Dec-25,Service,Recovery data HDD,Data recovery service charge of K. PAIROJ M.hard disk,1," 13,520.00 ",
291,INV250291,11-Dec-25,"INTER DATA RECOVERY CO.,LTD.",LPN1,,PR25120100,2310011259,IT25120459,WILAWAN J.,PLN1,IV2512-035,,,8-Dec-25,Service,Recovery data HDD,Delivery Charge.,1, 200.00 ,
292,INV250292,15-Dec-25,"Wise solution and consulting co.,ltd.",LPN1,P25120275,PR25120001,2310011159,IT25110967,LALIDA S.,QM,IV68121205,HM23357,PF5SBNLR,12-Dec-25,Asset,Laptop,Notebook Lenovo IdeaPad Slim 3 15IRH10 83K100DCTA (Luna Grey),1," 16,300.00 ",HCOQMM3261
